1 38.15995 91.95335
1 47.45717 111.9386
1 33.87492 76.96106
1 41.60539 98.5926
1 23.22661 18.34295
1 48.12914 161.8712
1 20.20365 15.87882
1 25.2514 29.8325
1 73.49621 490.0017
1 89.01707 592.3649
1 78.74431 398.0695
1 9.856627 3.169382
1 23.27243 30.85193
1 88.67343 497.0829
1 20.16615 14.93106
2 72.88033 6183.51
2 5.429638 1.51811
2 68.03822 3135.969
2 89.7915 10651.57
2 52.73939 1489.18
2 42.71855 1118.783
2 70.64667 4243.033
2 28.06631 281.2371
2 58.49781 2140.866
2 53.21081 2142.372
2 24.72226 218.2548
2 31.1271 375.5033
2 43.58466 1296.887
2 43.43697 1036.999
2 34.70031 509.221
3 52.36403 648.9329
3 59.98081 1088.778
3 19.25844 42.89852
3 92.76879 3283.063
3 17.5877 26.19211
3 72.82114 1657.58
3 80.4677 1367.677
3 0.4912796 0.001301403
3 7.797685 2.639084
3 49.01599 483.1876
3 4.112866 0.4077586
3 66.75513 913.9887
3 28.45174 128.2173
3 2.991826 0.2196376
3 77.88183 2077.872
4 6.679937 5.0405
4 8.595331 13.61233
4 22.68271 400.9953
4 44.43524 4427.806
4 6.094438 4.645018
4 89.49408 46894.07
4 30.99354 968.0383
4 71.1796 15974.37
4 97.40446 56742.31
4 59.85281 9641.025
4 0.2095129 5.458571e-05
4 33.21612 1658.079
4 6.244377 5.944931
4 62.05175 16904.1
4 75.35076 33353.87
5 29.78046 1577.264
5 10.9904 41.67909
5 17.44616 229.0869
5 3.833347 1.054226
5 81.45437 46076.61
5 2.455215 0.3586997
5 74.39781 34249.71
5 17.41127 252.716
5 43.99682 4749.158
5 92.05055 97360.57
5 10.81942 37.45437
5 18.81776 234.9257
5 97.42278 52338.4
5 7.868658 9.717646
5 95.08418 73003.51
6 39.98317 1082.352
6 85.59528 12671.95
6 32.91994 431.6602
6 11.58357 15.15816
6 29.01898 476.4225
6 9.55023 9.209729
6 96.43585 13950.28
6 28.87376 244.8483
6 57.43357 2832.4
6 49.80316 2033.699
6 72.59334 11182.3
6 26.47871 302.2553
6 30.73794 445.8061
6 91.36 13405.79
6 79.28324 6358.931
7 93.81805 910.4089
7 26.31281 35.6985
7 41.4923 101.9792
7 5.311463 0.6757423
7 99.67319 1191.616
7 4.804544 0.4022364
7 14.4651 8.562078
7 19.7192 17.2589
7 47.83024 182.5044
7 33.21083 55.57492
7 24.35942 40.35346
7 44.31539 150.8787
7 44.28417 128.8926
7 97.54134 1643.702
7 76.79888 755.4385
8 45.53552 782.4177
8 21.96608 126.5109
8 55.55493 1528.357
8 30.68579 305.6225
